device_id,device_name,manufacturer,device_age_years,usage_hours_per_week,maintenance_frequency_per_year,last_maintenance_gap_days,error_logs_past_month,environment,criticality_level,spare_parts_availability,failures_past_year,manufacturer_support_rating,failure_within_year
1505,Patient Monitor,Canon Medical,6,51,6,52,7,Diagnostic Center,Medium,Moderate,0,3,0
1506,Patient Monitor,GE Healthcare,4,58,2,173,12,Operating Room,High,Poor,0,3,1
1507,Ventilator,Fujifilm,7,48,4,124,8,Diagnostic Center,Medium,Poor,0,4,0
1508,Infusion Pump,Mindray,8,81,12,20,11,Lab,High,Moderate,0,1,0
1509,X-Ray,GE Healthcare,1,67,12,27,4,Diagnostic Center,High,Good,0,3,0
1510,Infusion Pump,Medtronic,6,53,6,81,3,Diagnostic Center,High,Poor,0,4,0
1511,Infusion Pump,GE Healthcare,7,62,6,53,9,ICU,Medium,Moderate,0,3,0
1512,Ultrasound,Philips,6,58,4,123,15,Ward,High,Moderate,0,3,1
1513,Infusion Pump,GE Healthcare,12,43,4,123,8,Ward,High,Poor,0,4,1
1514,MRI Scanner,Medtronic,8,57,6,94,11,Ward,Medium,Good,0,4,0
1515,CT Scanner,Fujifilm,5,80,6,73,4,Lab,High,Poor,0,4,0
1516,Ventilator,GE Healthcare,6,42,6,52,5,Ward,High,Moderate,0,4,0
1517,Ventilator,Canon Medical,9,59,6,69,9,Operating Room,High,Poor,0,4,0
1518,Ultrasound,Philips,7,53,6,83,8,Ward,Medium,Moderate,0,3,0
1519,Ultrasound,Siemens,7,55,4,107,9,Ward,Medium,Poor,0,3,1
1520,Ultrasound,Medtronic,2,75,6,76,6,Ward,Medium,Good,0,2,0
1521,ECG,GE Healthcare,7,37,4,110,11,Operating Room,High,Moderate,0,3,1
1522,Ultrasound,Siemens,6,88,1,398,21,ICU,Medium,Moderate,0,4,1
1523,MRI Scanner,GE Healthcare,3,47,2,181,9,Lab,Low,Moderate,0,4,0
1524,Patient Monitor,GE Healthcare,5,54,6,98,12,Diagnostic Center,Medium,Good,0,5,0
1525,X-Ray,GE Healthcare,6,83,2,196,11,Operating Room,Low,Poor,0,3,1
1526,Patient Monitor,Siemens,4,94,4,126,12,Diagnostic Center,Medium,Moderate,0,3,0
1527,Ventilator,Siemens,6,20,4,97,4,ICU,High,Good,0,4,0
1528,X-Ray,Philips,8,67,12,47,10,Diagnostic Center,Medium,Moderate,1,3,0
1529,Infusion Pump,Fujifilm,3,63,6,55,10,Ward,Low,Poor,0,2,0
1530,Ultrasound,Mindray,5,71,1,390,20,ICU,Medium,Moderate,0,1,1
1531,Ultrasound,Mindray,8,53,6,68,5,ICU,Low,Poor,1,1,1
1532,Patient Monitor,Mindray,6,62,4,82,8,ICU,High,Poor,0,2,1
1533,MRI Scanner,Siemens,5,71,6,94,13,ICU,High,Moderate,1,3,1
1534,Ultrasound,GE Healthcare,5,52,4,81,5,ICU,High,Moderate,1,5,0
1535,X-Ray,Canon Medical,5,66,6,67,6,Operating Room,Medium,Poor,0,2,0
1536,CT Scanner,Philips,2,53,6,54,6,ICU,High,Good,0,2,0
1537,Ventilator,Medtronic,3,69,6,69,7,Operating Room,Medium,Moderate,0,3,0
1538,ECG,GE Healthcare,8,61,6,81,8,ICU,Medium,Poor,0,4,0
1539,MRI Scanner,Mindray,7,72,6,90,10,Diagnostic Center,Medium,Poor,0,2,1
1540,Infusion Pump,GE Healthcare,9,85,6,68,10,Lab,Medium,Moderate,0,5,0
1541,Infusion Pump,GE Healthcare,3,47,12,59,6,Ward,High,Poor,1,4,0
1542,Ventilator,Siemens,9,17,2,221,13,ICU,High,Moderate,0,5,1
1543,CT Scanner,Canon Medical,7,46,2,218,16,Operating Room,Medium,Moderate,0,3,0
1544,Ventilator,GE Healthcare,9,57,2,191,11,ICU,High,Good,0,4,1
1545,Ventilator,Siemens,6,39,6,54,1,Diagnostic Center,High,Moderate,0,4,0
1546,Patient Monitor,Philips,5,38,12,26,6,ICU,High,Moderate,0,4,0
1547,X-Ray,Mindray,5,49,2,194,12,Lab,Medium,Moderate,1,3,1
1548,CT Scanner,Mindray,6,27,6,67,4,Ward,High,Poor,0,2,0
1549,X-Ray,Medtronic,8,66,12,66,4,Operating Room,Medium,Poor,0,2,0
1550,Ultrasound,Canon Medical,9,51,4,114,4,Operating Room,Medium,Poor,1,2,0
1551,Ultrasound,GE Healthcare,2,37,4,106,9,Diagnostic Center,High,Moderate,0,3,0
1552,CT Scanner,GE Healthcare,2,64,6,95,7,ICU,Medium,Moderate,0,3,0
1553,X-Ray,GE Healthcare,1,70,1,397,13,Diagnostic Center,Medium,Poor,0,3,1
1554,Ultrasound,Mindray,8,73,4,110,6,Ward,Medium,Moderate,0,2,1
1555,Ultrasound,Medtronic,6,25,12,43,3,ICU,Medium,Poor,0,2,0
1556,Ultrasound,GE Healthcare,8,85,4,102,10,Ward,High,Moderate,0,5,0
1557,Ultrasound,Mindray,3,46,6,66,7,Operating Room,High,Moderate,0,1,0
1558,Ultrasound,Mindray,7,99,12,49,12,ICU,High,Moderate,0,1,1
1559,Infusion Pump,Philips,7,70,1,386,19,ICU,High,Moderate,0,4,1
1560,X-Ray,Philips,4,41,2,221,15,Lab,High,Good,0,4,1
1561,Ultrasound,GE Healthcare,5,43,2,221,10,Lab,Medium,Good,0,4,1
1562,Ultrasound,Siemens,6,44,4,100,8,ICU,Low,Moderate,1,5,0
1563,Ultrasound,Siemens,6,77,6,54,10,ICU,Medium,Poor,0,3,0
1564,X-Ray,Fujifilm,7,59,4,110,8,ICU,High,Good,0,3,0
1565,Infusion Pump,Siemens,3,26,12,25,4,Lab,High,Moderate,0,5,0
1566,ECG,Philips,5,64,4,98,5,Lab,Medium,Good,0,4,0
1567,Patient Monitor,Medtronic,8,69,12,36,8,Ward,High,Poor,0,3,0
1568,ECG,Mindray,13,60,4,130,12,Operating Room,Medium,Moderate,0,2,1
1569,ECG,GE Healthcare,7,65,1,376,15,ICU,High,Poor,0,3,1
1570,Ventilator,Siemens,5,55,2,192,8,Operating Room,Medium,Moderate,0,3,1
1571,Ultrasound,Fujifilm,5,48,2,189,19,Ward,High,Good,0,3,1
1572,Infusion Pump,Canon Medical,5,48,4,114,10,Lab,Medium,Poor,1,2,1
1573,ECG,GE Healthcare,3,92,4,117,10,Lab,Medium,Moderate,0,4,0
1574,MRI Scanner,Mindray,2,38,6,56,3,Operating Room,High,Moderate,0,1,0
1575,Patient Monitor,Siemens,9,74,2,220,15,Diagnostic Center,High,Good,1,3,1
1576,Infusion Pump,Canon Medical,9,60,6,91,13,Ward,Medium,Good,0,4,1
1577,MRI Scanner,Siemens,8,62,6,64,12,Diagnostic Center,Medium,Good,0,5,0
1578,Ventilator,Mindray,4,68,2,188,13,ICU,High,Poor,0,2,1
1579,X-Ray,Siemens,2,86,2,181,9,Diagnostic Center,Low,Poor,0,4,0
1580,Ultrasound,Canon Medical,6,105,4,114,20,Diagnostic Center,High,Good,0,2,1
1581,ECG,Fujifilm,5,70,0,375,12,Diagnostic Center,High,Good,0,3,0
1582,Infusion Pump,Philips,3,75,6,95,10,Operating Room,Low,Moderate,0,2,0
1583,X-Ray,GE Healthcare,13,75,4,81,7,ICU,High,Poor,0,4,0
1584,Infusion Pump,GE Healthcare,5,71,4,97,6,ICU,High,Moderate,0,5,0
1585,Ventilator,GE Healthcare,5,51,4,122,8,Ward,Low,Good,0,5,0
1586,Ventilator,Fujifilm,7,63,6,59,8,Ward,Medium,Moderate,1,4,0
1587,Infusion Pump,Medtronic,2,87,6,91,6,ICU,High,Poor,0,2,0
1588,MRI Scanner,Canon Medical,5,81,4,105,9,Lab,Medium,Moderate,0,4,0
1589,Ventilator,Fujifilm,6,70,4,87,7,Ward,Medium,Moderate,0,2,0
1590,Ultrasound,GE Healthcare,9,33,6,76,5,Ward,High,Poor,0,5,0
1591,Patient Monitor,Mindray,8,65,6,52,10,Ward,High,Poor,0,3,0
1592,Ultrasound,Siemens,3,57,4,129,14,Diagnostic Center,High,Poor,0,5,0
1593,ECG,Canon Medical,7,45,12,64,7,Lab,Low,Moderate,0,4,0
1594,Infusion Pump,Philips,3,40,2,200,8,Ward,High,Good,0,2,1
1595,Patient Monitor,Siemens,5,100,2,207,13,ICU,Low,Moderate,0,3,1
1596,Infusion Pump,GE Healthcare,7,55,6,59,8,ICU,High,Poor,0,5,0
1597,ECG,Medtronic,5,55,2,198,13,Diagnostic Center,Medium,Poor,0,4,1
1598,X-Ray,GE Healthcare,6,71,2,183,13,Ward,Low,Moderate,0,5,0
1599,Ventilator,Philips,4,55,6,99,6,Diagnostic Center,Medium,Moderate,0,3,0
1600,CT Scanner,Philips,6,83,2,185,11,Lab,High,Poor,0,2,0
1601,ECG,GE Healthcare,8,52,2,183,14,Ward,Low,Moderate,0,3,1
1602,ECG,Siemens,5,81,6,84,10,Ward,Medium,Poor,0,3,0
1603,MRI Scanner,GE Healthcare,8,68,2,214,12,ICU,Low,Moderate,0,4,1
1604,X-Ray,GE Healthcare,6,55,6,72,8,ICU,High,Poor,0,4,0
1605,Ventilator,GE Healthcare,6,23,6,78,1,Diagnostic Center,Medium,Good,0,3,0
1606,ECG,Siemens,4,91,4,118,8,ICU,High,Moderate,0,3,0
1607,ECG,Canon Medical,1,32,6,92,3,ICU,High,Good,1,4,0
1608,Ultrasound,Mindray,4,48,6,83,4,ICU,Medium,Poor,0,2,0
1609,ECG,Canon Medical,4,60,2,185,8,ICU,High,Good,0,3,1
1610,Ventilator,Medtronic,7,62,6,72,11,Diagnostic Center,Medium,Moderate,0,4,0
1611,Ultrasound,Philips,9,34,4,84,13,ICU,High,Good,1,2,1
1612,Ventilator,GE Healthcare,4,55,4,124,9,ICU,Low,Poor,0,5,0
1613,Ventilator,Fujifilm,5,25,2,177,6,Lab,High,Poor,0,2,1
1614,ECG,Canon Medical,8,59,6,81,9,Operating Room,Medium,Moderate,0,4,0
1615,Patient Monitor,Philips,4,50,1,402,22,Ward,Low,Good,1,4,1
1616,MRI Scanner,Canon Medical,3,47,2,209,10,ICU,Low,Moderate,0,4,0
1617,Infusion Pump,Siemens,7,61,1,361,14,Diagnostic Center,Low,Poor,0,4,1
1618,Infusion Pump,Mindray,6,67,12,26,7,Diagnostic Center,High,Good,0,3,0
1619,CT Scanner,Siemens,10,66,4,117,13,Ward,Low,Moderate,0,5,1
1620,CT Scanner,Canon Medical,8,77,4,100,8,Ward,Low,Moderate,0,2,0
1621,Ventilator,Philips,4,53,4,107,6,Lab,Medium,Poor,0,4,0
1622,Ultrasound,Mindray,4,25,6,62,8,Diagnostic Center,High,Poor,0,1,0
1623,Ventilator,Mindray,5,61,1,404,23,Ward,High,Good,0,3,1
1624,Ventilator,Medtronic,7,52,6,70,9,Lab,High,Moderate,0,3,0
1625,Infusion Pump,GE Healthcare,7,63,1,402,14,ICU,High,Poor,0,5,1
1626,Ventilator,Mindray,6,37,2,211,15,Operating Room,High,Good,0,2,1
1627,MRI Scanner,Philips,6,34,1,367,15,Diagnostic Center,High,Poor,0,4,1
1628,X-Ray,Siemens,9,84,6,68,9,Ward,Medium,Moderate,0,5,0
1629,Patient Monitor,Siemens,6,64,6,50,0,Ward,Medium,Moderate,0,5,0
1630,Ventilator,Medtronic,1,82,2,184,9,ICU,High,Moderate,0,4,0
1631,Patient Monitor,GE Healthcare,4,79,4,119,6,Operating Room,High,Moderate,0,4,0
1632,ECG,Canon Medical,10,77,2,211,18,Diagnostic Center,High,Poor,0,4,1
1633,Ventilator,Mindray,8,71,2,198,13,ICU,Low,Good,0,2,1
1634,Patient Monitor,Philips,2,50,1,355,15,Ward,Medium,Good,0,3,1
1635,Ultrasound,Siemens,6,72,4,121,7,Diagnostic Center,Low,Poor,0,4,0
1636,Infusion Pump,Medtronic,1,77,4,101,3,Lab,Medium,Moderate,0,4,0
1637,X-Ray,Fujifilm,2,74,1,403,19,Ward,Low,Moderate,2,3,1
1638,CT Scanner,Philips,3,51,6,97,10,Lab,High,Poor,0,2,0
1639,CT Scanner,Canon Medical,7,77,1,374,24,Ward,Medium,Moderate,0,4,1
1640,Patient Monitor,Siemens,3,85,12,21,6,Diagnostic Center,High,Poor,0,3,0
1641,CT Scanner,Fujifilm,5,56,6,85,0,ICU,High,Good,0,3,0
1642,X-Ray,Medtronic,4,84,4,107,14,Ward,Low,Poor,0,4,0
1643,Ultrasound,Canon Medical,5,65,4,101,1,ICU,High,Moderate,0,3,0
1644,MRI Scanner,GE Healthcare,3,50,6,53,7,ICU,Low,Good,0,4,0
1645,Ultrasound,Canon Medical,8,53,4,85,9,Ward,Medium,Good,0,3,0
1646,Infusion Pump,Siemens,6,46,1,370,13,Ward,Medium,Moderate,0,3,1
1647,Ultrasound,Canon Medical,3,70,12,45,6,ICU,High,Good,0,2,0
1648,X-Ray,GE Healthcare,2,61,4,115,2,Diagnostic Center,High,Moderate,0,3,0
1649,X-Ray,Canon Medical,4,13,1,394,15,Ward,Medium,Moderate,0,3,1
1650,Infusion Pump,GE Healthcare,9,41,4,98,14,Ward,Low,Good,0,5,0
1651,Patient Monitor,Mindray,5,37,4,115,12,Lab,High,Good,0,1,1
1652,Ultrasound,Fujifilm,4,56,12,28,2,Lab,Medium,Good,0,3,0
1653,X-Ray,Canon Medical,11,95,4,102,19,Ward,Medium,Moderate,0,2,1
1654,X-Ray,Philips,8,39,12,44,11,ICU,High,Good,0,2,1
1655,ECG,Mindray,5,104,6,71,8,Ward,Medium,Moderate,0,3,0
1656,X-Ray,Philips,3,62,12,25,6,Diagnostic Center,Low,Moderate,0,2,0
1657,Infusion Pump,Philips,5,68,4,102,11,Ward,High,Moderate,0,4,0
1658,Patient Monitor,Philips,7,57,1,385,20,Diagnostic Center,High,Good,1,3,1
1659,CT Scanner,Mindray,4,72,1,376,20,Diagnostic Center,Medium,Good,0,3,1
1660,CT Scanner,Siemens,3,65,6,59,5,Ward,Low,Moderate,0,4,0
1661,Ventilator,Mindray,6,86,4,93,16,Lab,High,Moderate,0,1,1
1662,CT Scanner,Siemens,6,93,4,114,11,ICU,Low,Poor,0,3,1
1663,CT Scanner,Mindray,4,50,12,58,7,ICU,High,Good,0,2,0
1664,Ultrasound,Philips,10,64,12,37,13,Diagnostic Center,Medium,Poor,0,2,1
1665,Ventilator,Philips,5,50,6,58,0,Diagnostic Center,High,Good,0,2,0
1666,Ventilator,Canon Medical,8,31,6,52,7,Diagnostic Center,Medium,Moderate,0,2,0
1667,CT Scanner,GE Healthcare,9,104,0,396,25,ICU,High,Moderate,0,4,1
1668,MRI Scanner,Medtronic,8,63,6,73,8,Ward,Medium,Poor,0,2,0
1669,Patient Monitor,Philips,6,71,2,210,15,Ward,Low,Good,0,4,0
1670,CT Scanner,Medtronic,8,72,6,98,9,Diagnostic Center,High,Moderate,0,3,1
1671,Infusion Pump,Canon Medical,5,37,12,25,3,Operating Room,Low,Moderate,1,2,0
1672,X-Ray,Canon Medical,6,74,1,380,19,ICU,Medium,Moderate,1,3,1
1673,Ultrasound,GE Healthcare,6,46,4,121,12,ICU,High,Moderate,0,4,1
1674,MRI Scanner,Siemens,5,85,4,94,10,ICU,High,Poor,1,5,1
1675,Infusion Pump,Medtronic,2,67,6,54,4,Ward,Medium,Poor,0,3,0
1676,Infusion Pump,GE Healthcare,4,64,2,214,13,ICU,High,Moderate,0,5,1
1677,CT Scanner,Mindray,7,63,4,119,10,ICU,Medium,Moderate,0,1,1
1678,Ventilator,Canon Medical,6,43,12,61,2,ICU,High,Poor,0,4,0
1679,Patient Monitor,Siemens,6,77,2,194,18,ICU,Medium,Moderate,1,5,1
1680,MRI Scanner,Siemens,2,79,4,98,11,ICU,High,Good,0,5,0
1681,CT Scanner,Medtronic,6,45,2,187,8,Operating Room,Medium,Moderate,0,2,1
1682,Infusion Pump,Siemens,5,54,6,91,11,Operating Room,High,Moderate,0,5,0
1683,Ultrasound,Siemens,4,58,4,126,3,ICU,High,Moderate,0,4,0
1684,MRI Scanner,Philips,4,44,2,194,9,Diagnostic Center,Medium,Good,0,2,1
1685,CT Scanner,Fujifilm,7,66,4,88,10,Operating Room,High,Moderate,0,3,0
1686,MRI Scanner,Mindray,6,71,4,89,8,Operating Room,Low,Moderate,0,1,0
1687,X-Ray,Philips,3,88,2,189,5,Diagnostic Center,High,Moderate,0,4,0
1688,Ventilator,Fujifilm,9,81,4,115,17,Operating Room,Medium,Moderate,0,3,1
1689,CT Scanner,Fujifilm,3,50,4,124,8,Diagnostic Center,High,Good,0,2,0
1690,X-Ray,Medtronic,4,80,4,111,11,Diagnostic Center,Medium,Good,0,4,0
1691,X-Ray,Mindray,8,53,4,110,9,Operating Room,Medium,Good,0,1,1
1692,Ventilator,Mindray,3,35,2,179,10,Lab,High,Good,0,1,1
1693,MRI Scanner,Philips,8,57,6,95,10,ICU,Medium,Good,0,2,1
1694,Infusion Pump,Philips,4,52,12,42,6,Diagnostic Center,Medium,Moderate,0,2,0
1695,ECG,Philips,8,90,6,63,9,Diagnostic Center,High,Poor,0,3,1
1696,MRI Scanner,Philips,6,52,0,395,18,Ward,Medium,Good,0,2,1
1697,Infusion Pump,GE Healthcare,2,60,4,94,6,Ward,Medium,Poor,0,4,0
1698,CT Scanner,Medtronic,2,47,4,113,10,Ward,High,Moderate,0,4,0
1699,Ventilator,Siemens,6,68,6,78,7,ICU,Low,Good,0,4,0
1700,Ventilator,Fujifilm,5,52,6,95,8,Ward,Low,Moderate,0,4,0
1701,Infusion Pump,Fujifilm,5,67,4,96,6,ICU,High,Poor,0,2,1
1702,CT Scanner,Fujifilm,2,54,2,198,14,Ward,High,Good,0,3,1
1703,Ultrasound,GE Healthcare,5,29,2,182,8,ICU,Medium,Moderate,1,4,0
1704,X-Ray,Canon Medical,7,44,4,100,12,Diagnostic Center,Medium,Moderate,0,4,0
1705,Ultrasound,GE Healthcare,5,67,6,53,3,Ward,Medium,Moderate,0,5,0
1706,CT Scanner,Medtronic,5,41,4,124,9,ICU,Low,Poor,0,2,1
1707,MRI Scanner,Siemens,6,60,6,53,8,Ward,Medium,Poor,0,3,0
1708,Ventilator,GE Healthcare,8,84,6,69,8,ICU,Low,Moderate,0,4,0
1709,Patient Monitor,Mindray,6,85,2,173,17,Ward,High,Poor,0,2,1
1710,Ventilator,Siemens,3,44,12,23,3,Lab,Medium,Moderate,0,3,0
1711,CT Scanner,Mindray,4,79,4,99,6,ICU,High,Poor,0,2,1
1712,Patient Monitor,Siemens,7,64,12,52,5,Ward,High,Moderate,0,5,0
1713,Patient Monitor,Mindray,5,58,4,117,10,Operating Room,High,Good,0,1,1
1714,X-Ray,Medtronic,3,57,2,194,12,Diagnostic Center,High,Moderate,1,2,1
1715,MRI Scanner,GE Healthcare,12,66,4,114,13,ICU,Low,Moderate,0,5,1
1716,ECG,GE Healthcare,5,57,6,60,7,Ward,High,Poor,0,4,0
1717,Patient Monitor,Philips,6,68,6,58,10,ICU,High,Poor,0,4,0
1718,Ventilator,Mindray,4,67,4,96,3,Ward,High,Moderate,0,3,0
1719,CT Scanner,Philips,7,24,6,58,6,Lab,Medium,Good,0,2,0
1720,Patient Monitor,Medtronic,7,34,6,74,12,Diagnostic Center,Low,Poor,0,4,0
1721,Infusion Pump,Siemens,6,61,12,66,7,ICU,Low,Moderate,0,4,0
1722,ECG,Canon Medical,8,67,4,101,11,ICU,Low,Good,0,2,0
1723,Infusion Pump,Medtronic,6,97,6,71,17,Ward,Medium,Poor,0,4,0
1724,Ultrasound,Philips,10,47,1,371,14,Ward,Low,Moderate,0,4,1
1725,CT Scanner,GE Healthcare,8,62,6,55,13,ICU,Medium,Moderate,0,4,0
1726,X-Ray,Philips,7,44,6,80,9,Ward,Medium,Moderate,0,4,0
1727,ECG,Medtronic,6,54,4,82,3,ICU,High,Poor,0,4,0
1728,ECG,Fujifilm,3,66,6,82,8,Operating Room,High,Good,0,2,0
1729,X-Ray,Canon Medical,5,63,2,218,12,Lab,Medium,Poor,0,3,1
1730,ECG,Canon Medical,8,25,6,71,6,Diagnostic Center,Medium,Poor,0,3,0
1731,Infusion Pump,Canon Medical,5,71,6,94,6,Operating Room,Medium,Poor,0,3,0
1732,ECG,Siemens,6,52,4,94,10,ICU,Medium,Good,0,3,0
1733,CT Scanner,GE Healthcare,4,80,4,81,10,Ward,High,Good,1,4,0
1734,CT Scanner,GE Healthcare,1,59,4,96,6,ICU,High,Moderate,0,4,0
1735,MRI Scanner,Canon Medical,6,102,4,117,8,Ward,Medium,Poor,0,3,0
1736,Patient Monitor,Canon Medical,3,37,4,115,11,ICU,High,Moderate,1,3,0
1737,Ultrasound,Siemens,4,85,4,88,13,ICU,Medium,Moderate,0,5,0
1738,Infusion Pump,Siemens,6,63,6,73,8,Operating Room,Medium,Moderate,0,4,0
1739,Infusion Pump,Canon Medical,2,83,0,360,20,Ward,Medium,Moderate,0,4,1
1740,Patient Monitor,Fujifilm,5,41,6,55,8,Diagnostic Center,Medium,Moderate,0,3,0
1741,X-Ray,Canon Medical,7,60,4,112,13,ICU,Low,Good,0,3,0
1742,MRI Scanner,Mindray,5,21,1,396,17,Ward,Medium,Good,0,2,1
1743,CT Scanner,Mindray,9,76,6,52,11,ICU,Medium,Good,0,2,0
1744,ECG,Philips,5,56,0,395,13,Operating Room,High,Poor,0,3,1
1745,MRI Scanner,Siemens,9,43,12,36,7,Ward,Low,Good,0,3,0
1746,CT Scanner,Medtronic,7,62,6,99,9,Ward,High,Moderate,0,2,1
1747,CT Scanner,Fujifilm,5,42,6,62,11,Diagnostic Center,Medium,Good,0,3,0
1748,X-Ray,Medtronic,4,58,6,71,6,Operating Room,High,Poor,0,2,0
1749,CT Scanner,Philips,2,75,2,180,9,Diagnostic Center,Medium,Good,0,3,0
1750,ECG,Mindray,3,47,2,200,5,Diagnostic Center,High,Poor,0,2,1
1751,Patient Monitor,GE Healthcare,8,53,6,67,4,Ward,High,Good,0,4,0
1752,Ventilator,Fujifilm,5,69,6,53,9,ICU,Medium,Moderate,0,4,0
1753,MRI Scanner,Mindray,8,38,6,83,8,Operating Room,High,Good,0,3,0
1754,Ventilator,GE Healthcare,5,41,2,203,12,Ward,High,Good,0,5,1
1755,ECG,Mindray,6,39,2,189,9,Ward,High,Poor,0,1,1
1756,Patient Monitor,Siemens,2,84,6,50,7,Ward,High,Good,0,4,0
1757,Ventilator,Medtronic,10,64,4,82,6,Diagnostic Center,High,Moderate,0,2,0
1758,Ventilator,Philips,10,84,4,102,9,Diagnostic Center,High,Moderate,0,4,0
1759,MRI Scanner,Fujifilm,7,68,4,94,11,ICU,Low,Moderate,0,2,1
1760,Ventilator,Mindray,5,65,4,112,12,Diagnostic Center,Medium,Poor,1,2,1
1761,CT Scanner,Siemens,3,52,2,221,9,Diagnostic Center,High,Poor,0,5,1
1762,X-Ray,Siemens,6,70,2,176,14,ICU,Low,Good,0,5,0
1763,X-Ray,Fujifilm,6,60,6,50,12,ICU,High,Good,0,3,0
1764,Infusion Pump,Canon Medical,6,27,4,89,8,ICU,High,Moderate,0,3,0
1765,ECG,Fujifilm,4,41,2,214,11,Ward,Medium,Good,1,2,1
1766,MRI Scanner,GE Healthcare,6,49,4,112,4,Diagnostic Center,Medium,Poor,0,4,0
1767,Ultrasound,Fujifilm,4,74,12,66,9,Ward,High,Good,0,2,0
1768,Ultrasound,GE Healthcare,3,63,4,91,12,Diagnostic Center,High,Moderate,0,3,0
1769,MRI Scanner,Mindray,4,54,2,221,10,ICU,Medium,Good,0,2,0
1770,X-Ray,GE Healthcare,10,72,2,181,14,ICU,Medium,Good,1,5,1
1771,Infusion Pump,Canon Medical,9,52,6,86,10,Diagnostic Center,Medium,Good,0,3,0
1772,Ventilator,Siemens,4,38,4,99,6,ICU,Medium,Moderate,0,5,0
1773,MRI Scanner,Siemens,7,78,4,128,11,Ward,High,Poor,1,4,1
1774,Ventilator,Mindray,4,76,1,355,17,Diagnostic Center,Medium,Poor,0,3,1
1775,Ventilator,Siemens,7,45,1,366,17,ICU,High,Good,0,3,1
1776,Ultrasound,Fujifilm,6,73,1,375,14,Operating Room,High,Poor,1,4,1
1777,Infusion Pump,Philips,8,45,6,52,3,Diagnostic Center,High,Good,1,2,1
1778,Patient Monitor,Canon Medical,5,55,0,371,20,Lab,Low,Poor,0,3,1
1779,X-Ray,Canon Medical,8,53,4,98,8,Operating Room,High,Poor,0,4,1
1780,X-Ray,Medtronic,8,71,4,94,9,ICU,Medium,Good,0,2,1
1781,Ventilator,Fujifilm,5,76,2,193,9,Diagnostic Center,High,Poor,1,4,1
1782,X-Ray,Canon Medical,1,60,4,91,8,ICU,High,Good,0,4,0
1783,Ventilator,GE Healthcare,8,47,4,116,4,ICU,Low,Good,0,5,0
1784,Ultrasound,GE Healthcare,6,57,4,98,10,Diagnostic Center,High,Good,0,4,0
1785,MRI Scanner,Philips,6,40,12,65,3,Operating Room,Low,Poor,0,3,0
1786,Ultrasound,GE Healthcare,4,63,2,201,11,Lab,Medium,Moderate,1,5,1
1787,CT Scanner,Philips,6,46,12,37,4,Ward,Low,Moderate,0,2,0
1788,Infusion Pump,Fujifilm,6,98,4,81,13,ICU,Medium,Moderate,0,2,0
1789,MRI Scanner,GE Healthcare,7,59,1,403,20,ICU,Medium,Good,0,3,1
1790,ECG,Fujifilm,10,83,6,73,11,Operating Room,High,Good,0,4,1
1791,Infusion Pump,GE Healthcare,5,82,2,188,11,Operating Room,High,Good,0,3,0
1792,CT Scanner,Fujifilm,3,107,4,101,7,ICU,High,Poor,0,4,0
1793,X-Ray,GE Healthcare,3,51,4,123,6,ICU,High,Good,0,5,0
1794,Infusion Pump,GE Healthcare,7,56,12,36,6,Lab,High,Good,0,5,0
1795,Ultrasound,GE Healthcare,7,32,6,58,8,ICU,High,Good,0,3,0
1796,ECG,Canon Medical,4,44,6,77,1,ICU,High,Good,0,4,0
1797,CT Scanner,Medtronic,13,76,6,60,10,ICU,Medium,Moderate,0,3,1
1798,Ultrasound,Philips,6,45,2,194,12,ICU,Medium,Poor,1,2,1
1799,Ventilator,Fujifilm,1,68,1,355,12,ICU,High,Moderate,1,2,1
1800,Ultrasound,Medtronic,6,43,4,83,0,ICU,Medium,Moderate,1,4,0
1801,Infusion Pump,Mindray,5,66,4,122,13,Diagnostic Center,High,Good,0,1,1
1802,Ultrasound,GE Healthcare,6,49,4,90,12,Diagnostic Center,Low,Poor,0,4,0
1803,MRI Scanner,Siemens,4,96,6,99,8,Operating Room,High,Good,0,5,0
1804,Infusion Pump,Mindray,11,52,6,57,11,Diagnostic Center,Low,Moderate,0,1,1
1805,Patient Monitor,Mindray,6,58,2,212,12,Diagnostic Center,High,Good,0,1,1
1806,MRI Scanner,GE Healthcare,9,92,0,364,20,Lab,High,Moderate,0,4,1
1807,MRI Scanner,Medtronic,2,38,4,83,6,ICU,Low,Good,0,3,0
1808,Ultrasound,Mindray,4,72,6,99,10,Ward,Medium,Moderate,1,1,1
1809,ECG,Mindray,7,29,1,401,19,Diagnostic Center,Medium,Good,0,1,1
1810,Ventilator,Fujifilm,7,43,1,378,20,Ward,High,Good,1,4,1
1811,MRI Scanner,Medtronic,6,64,12,27,3,Diagnostic Center,Medium,Good,0,3,0
1812,Ventilator,Siemens,6,59,4,125,8,Operating Room,Medium,Good,0,4,0
1813,X-Ray,Siemens,8,44,0,384,19,Ward,Medium,Good,0,5,1
1814,Infusion Pump,GE Healthcare,7,27,2,202,4,Ward,Low,Good,0,3,1
1815,Patient Monitor,Philips,5,41,6,98,6,ICU,High,Good,0,4,0
1816,X-Ray,Canon Medical,5,58,6,78,8,Ward,High,Good,0,4,0
1817,ECG,Siemens,2,39,6,52,5,Lab,High,Poor,0,5,0
1818,CT Scanner,Philips,8,68,12,20,5,Lab,High,Good,0,4,0
